,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC09854756,AC09854756,990030110990603338,http://data.onb.ac.at/ABO/%2BZ184040300,Z184040300,"Fellows, Charles",,,A journal written during an excursion in Asia minor 1838.,,,London,,,Murray,,,1839,1839,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 291",,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Anatolien,TravelogueE19 Asien $ TravelogueE19 Orient,,178356-C MAG,ZALT,
AC09993511,AC09993511,990031528960603338,http://data.onb.ac.at/ABO/%2BZ183924802,Z183924802,"Johnson, John",,,"A journey from India to England, through Persia, Georgia, Russia, Poland and Prussia, in the year 1817",,,London,,,Longman,,,1818,1818,,,,,,,,,,eng,,,,,,,,,,,,,,,Asien ; Westen ; Reise,TravelogueE19 Asien Europa $ TravelogueE19 Orient,,180336-C MAG,ZALT,
AC09959695,AC09959695,990031183800603338,http://data.onb.ac.at/ABO/%2BZ183917901,Z183917901,"Broughton, John Cam Hobhouse ; http://d-nb.info/gnd/117525553",,,"A journey through Albania, and other provinces of Turkey in Europe and Asia, to Constantinopel, during the years 1809 and 1810",,,London,,,Cawthorn,,,1813,1813,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 033",,,,eng,,,,,,,,,,,,,,,Albanien ; Forschungsreise ; Forschungsreise ; Türkei,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,180309-C MAG,ZALT,
AC10137705,AC10137705,990033000300603338,"http://data.onb.ac.at/ABO/%2BZ164177901;
http://data.onb.ac.at/ABO/%2BZ183926008","Z164177901;
Z183926008","Morier, James Justinian ; http://d-nb.info/gnd/115342419",,,"A journey through Persia, Armenia, and Asia minor, to Constantinople, in the years 1808 and 1809; in which is included, some account of the proceedings of his Majesty's mission, under Sir Harford Jones, Bart. K.C. to the court of the King of Persia $ by James Morier",,,London,,,Longman,,,1812,1812,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 026",,,,eng,,,,"Morier, James",,,,,,,,,,,Naher Osten ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,180346-C MAG $ 266058-C MAG,ZALT $ ZFID,
AC10137706,AC10137706,990033000310603338,http://data.onb.ac.at/ABO/%2BZ136981808,Z136981808,"Morier, James",,,"A second journey through Persia, Armenia, and Asia Minor, to Constantinople, between the year 1810 and 1816 (etc.)",,,London,,,Longman,,,1818,1818,,,,,,"Bibliografischer Nachweis: Weber, Voyges and Travels (1952), 057",,,,eng,,,,,,,,,,,,,,,Naher Osten ; Reise,TravelogueE19 Asien $ TravelogueE19 Orient,,180343-D MAG,ZALT,
AC12310382,AC12310382,990047402340603338,http://data.onb.ac.at/ABO/%2BZ221011608,Z221011608,"Quin, Michael John","A steam voyage down the Danube. With sketches of Hungary, Wallachia, Servia, Turkey, etc.",,"A steam voyage down the Danube. With sketches of Hungary, Wallachia, Servia, Turkey, etc.",1,,London,,,Bentley,,,1836,1836,,,,,,,,,,eng,,,,,,,,,,,,,,,Donau-Gebiet ; Reise,TravelogueE19 Orient,,178104-B.1 MAG,ZALT,
AC12310386,AC12310386,990047402360603338,http://data.onb.ac.at/ABO/%2BZ221011700,Z221011700,"Quin, Michael John","A steam voyage down the Danube. With sketches of Hungary, Wallachia, Servia, Turkey, etc.",,"A steam voyage down the Danube. With sketches of Hungary, Wallachia, Servia, Turkey, etc.",2,,London,,,Bentley,,,1836,1836,,,,,,,,,,eng,,,,,,,,,,,,,,,Donau-Gebiet ; Reise,TravelogueE19 Orient,,178104-B.2 MAG,ZALT,
AC11681855,AC11681855,990045212540603338,http://data.onb.ac.at/ABO/%2BZ175784503,Z175784503,"Monro, C ..... E ..... Vere-","A Summer Ramble in Syria, with a Tartar Trip from Aleppo to Stamboul. (With 2 plates.)",,"A Summer Ramble in Syria, with a Tartar Trip from Aleppo to Stamboul. (With 2 plates.)",1,,London,,,Bentley,,,1835,1835,"XIII, 316 S., [2] Bl.",1 Ill.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 234",,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Anatolien ; Forschungsreise ; Syrien,TravelogueE19 Asien $ TravelogueE19 Orient,,BE.3.Q.55.(Vol.1) PRUNK,ZALT,
AC11681862,AC11681862,990045212560603338,http://data.onb.ac.at/ABO/%2BZ175784400,Z175784400,"Monro, C ..... E ..... Vere-","A Summer Ramble in Syria, with a Tartar Trip from Aleppo to Stamboul. (With 2 plates.)",,"A Summer Ramble in Syria, with a Tartar Trip from Aleppo to Stamboul. (With 2 plates.)",2,,London,,,Bentley,,,1835,1835,"XII, 311 S., [1] Bl.",1 Ill.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 234",,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Anatolien ; Forschungsreise ; Syrien,TravelogueE19 Asien $ TravelogueE19 Orient,,BE.3.Q.55.(Vol.2) PRUNK,ZALT,
AC10421004,AC10421004,990035893270603338,http://data.onb.ac.at/ABO/%2BZ179646009,Z179646009,"Waddington, George",,,"A visit to Greece, in 1823 and 1824",,2. ed.,London,,,Murray,,,1825,1825,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 136",,,,eng,,,,,,,,,,,,,,,Griechenland ; Reise,TravelogueE19 Europa $ TravelogueE19 Orient,,80.W.26 PRUNK,ZALT,
AC09668135,AC09668135,990028200890603338,http://data.onb.ac.at/ABO/%2BZ204690304,Z204690304,"Arundell, Francis-Vyiyan-Jago",,,"A Visit to the seven Churches of Asia with an excursion into Pisidia, containing remarks on the geography and antiquities of those countries",,,London,,,John Rodwell,,,1828,1828,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 159",,,,eng,,,,,,,,,,,,,,,"Altertümer ; Anatolien ; Johannes ; Weltuntergang ; 1,4 ; Pisidien ; Kirche",TravelogueE19 Asien $ TravelogueE19 Orient,,BE.9.H.42 PRUNK,ZALT,
AC09953764,AC09953764,990031123050603338,http://data.onb.ac.at/ABO/%2BZ168227509,Z168227509,"Heude, William",,,A voyage up the Persian gulf and a journey overland from India to England in 1817 etc.,,,London,,,Longman,,,1819,1819,,,,,,,,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Indien ; Forschungsreise ; Persischer Golf,TravelogueE19 Asien,,31.D.23 PRUNK,ZALT,
AC10123583,AC10123583,990032856380603338,http://data.onb.ac.at/ABO/%2BZ158343509,Z158343509,"Mignan, Robert",,,"A Winter Journey through Russia, the Caucasian Alps, and Georgia; thence across mount Zagros, by the pass of Xenophon and the ten thousand Greeks, into Koordistaun.",,,London,,,Richard Bentley,"Bentley, Richard",,1839,1839,"XIV, 312 S.; VI, 287 S.",,,,,Part.1.2 in 1 Bd.,,,,eng,,,,,,,,,,,,,,,Kurdistan ; Reise,,,BE.10.Y.85 PRUNK,ZALT,
AC13033492,AC13033492,990048856150603338,http://data.onb.ac.at/ABO/%2BZ204552205,Z204552205,"Fraser, James Baillie ; http://d-nb.info/gnd/118129074",A Winter's Journey (Tatar) from Constantinople to Tehran ... by James Baillie Fraser ...,,A Winter's Journey (Tatar) from Constantinople to Tehran ... by James Baillie Fraser ...,1,,London,,,Richard Bentley,,,1838,1838,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 272",,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Teheran,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,BE.12.W.35.(Vol.1) PRUNK,ZALT,
AC13033501,AC13033501,990048856180603338,http://data.onb.ac.at/ABO/%2BZ204552308,Z204552308,"Fraser, James Baillie ; http://d-nb.info/gnd/118129074",A Winter's Journey (Tatar) from Constantinople to Tehran ... by James Baillie Fraser ...,,A Winter's Journey (Tatar) from Constantinople to Tehran ... by James Baillie Fraser ...,2,,London,,,Richard Bentley,,,1838,1838,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 272",,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Teheran,TravelogueE19 Asien $ TravelogueE19 Orient,,BE.12.W.35.(Vol.2) PRUNK,ZALT,
AC16604128,AC16604128,9958935605403338,http://data.onb.ac.at/ABO/%2BZ168306501,Z168306501,"Skinner, .....","Adventures During A Journey Overland To India, By Way Of Egypt, Syria And The Holy Land.",,"Adventures During A Journey Overland To India, By Way Of Egypt, Syria And The Holy Land. $ In Two Volumes $ By Major Skinner, 31st Reg. Author Of ""Excursions In India.""",Vol. I.,,London,London,,Richard Bentley,,,1836,1836,,,,,,,,,,eng,,,,,,,,,,,,Reisebericht,,,Forschungsreise ; Indien,,,BE.1.K.51.(Vol.1) PRUNK,ZALT,
AC16604133,AC16604133,9958935605303338,http://data.onb.ac.at/ABO/%2BZ168306604,Z168306604,"Skinner, .....","Adventures During A Journey Overland To India, By Way Of Egypt, Syria And The Holy Land.",,"Adventures During A Journey Overland To India, By Way Of Egypt, Syria And The Holy Land. $ In Two Volumes $ By Major Skinner, 31st Reg. Author Of ""Excursions In India.""",Vol. II.,,London,London,,Richard Bentley,,,1836,1836,,,,,,,,,,eng,,,,,,,,,,,,Reisebericht,,,Forschungsreise ; Indien,,,BE.1.K.51.(Vol.2) PRUNK,ZALT,
AC09854754,AC09854754,990030110970603338,http://data.onb.ac.at/ABO/%2BZ160928602,Z160928602,"Fellows, Charles",,,"An account of discoveries in Lycia, being a journal kept during a second excursion in Asia minor",,,London,,,John Murray,,,1841,1841,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 324",,,,eng,,,,,,,,,,,,,,,Lykien ; Ausgrabung,TravelogueE19 Asien $ TravelogueE19 Orient,,25.Q.51 PRUNK,ZALT,
AC09854755,AC09854755,990030110980603338,,,"Fellows, Charles",,,"An account of discoveries in Lycia, being a journal kept during a second excursion in Asia minor",,,London,,,John Murray,,,1841,1841,,,,,,,,,,eng,,,,,,,,,,,,,,,Lykien ; Ausgrabung,,,10878-B MAG,ZALT,
AC09799042,AC09799042,990029540680603338,http://data.onb.ac.at/ABO/%2BZ183444701,Z183444701,"Dalling, Henry Lytton-Bulwer Lord",,,"An autumn in Greece, comprising sketches of the character, customs and scenery of the country ... To which is subjoined: Greece to the close of 1825, by a resident with the Greeks.",,,London,,,Ebers,,,1826,1826,"[4] Bl., 349 S.",,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 141",,,,eng,,,,,,,,,,,,,,,Griechenland,TravelogueE19 Europa $ TravelogueE19 Orient,,72.Cc.116 PRUNK,ZALT,
AC09693644,AC09693644,990028461930603338,http://data.onb.ac.at/ABO/%2BZ157567908,Z157567908,"Beke, Charles-Tilstone",,,"An enguiry into Antoine d'Abbadie's journey to Kaffa, in the years 1843 and 1844, to discover the source of the Nile",,,London,,,James Madden,,,1850,1850,,,,,,,,,,eng,,,,,,,,,,,,,,,"Abbadie, Antoine <<d'>> ; Kafa ; Forschungsreise ; Nil ; Quelle ; Forschungsreise",,,115208-B MAG,ZALT,
AC11864419,AC11864419,990045976410603338,http://data.onb.ac.at/ABO/%2BZ18266870X,Z18266870X,Na'ima,"Annals Of The Turkish Empire, From 1591 To 1659 Of The Christian Era. By Naima. Translated From The Turkish, By Charles Fraser",,"Annals Of The Turkish Empire, From 1591 To 1659 Of The Christian Era. By Naima. Translated From The Turkish, By Charles Fraser",1,,London,,,Murray,,,1832,1832,,,,,,,,,,eng,,,,,,,"Fraser, Charles",,,,,,,,Türkei ; Geschichte 1591-1659,,,26765-C.1 MAG $ MF 6538 MIK,ZALT $ ZNEU,
AC12318000,AC12318000,990047419350603338,http://data.onb.ac.at/ABO/%2BZ206502503,Z206502503,"Robinson, Edward ; http://d-nb.info/gnd/11657772X","Biblical Researches In Palestine, Mount Sinai And Arabia Petræa ; A Journal Of Travels In The Year 1838, By E. Robinson And E. Smith. Undertaken In Reference To Biblical Geography ; Drawn Up From The Original Diaries, With Historical Illustrations, By Edward Robinson, D.D. Professor Of Biblical Literature In The Union Theological Seminary, New York; Author Of A Greek And English Lexicon Of The New Testament, Etc. ; With New Maps And Plans In Five Sheets",,"Biblical Researches In Palestine, Mount Sinai And Arabia Petræa ; A Journal Of Travels In The Year 1838, By E. Robinson And E. Smith. Undertaken In Reference To Biblical Geography ; Drawn Up From The Original Diaries, With Historical Illustrations, By Edward Robinson, D.D. Professor Of Biblical Literature In The Union Theological Seminary, New York; Author Of A Greek And English Lexicon Of The New Testament, Etc. ; With New Maps And Plans In Five Sheets",1,,London,,,John Murray,,,1841,1841,,,,,,,,,,eng,,,,,,,"Smith, Eli",,,,,,,,Palästina ; Reise,,,BE.9.P.46.(Vol.1) PRUNK,ZALT,
AC12317986,AC12317986,990047419290603338,http://data.onb.ac.at/ABO/%2BZ206145809,Z206145809,"Robinson, Edward ; http://d-nb.info/gnd/11657772X","Biblical Researches In Palestine, Mount Sinai And Arabia Petræa ; A Journal Of Travels In The Year 1838, By E. Robinson And E. Smith. Undertaken In Reference To Biblical Geography ; Drawn Up From The Original Diaries, With Historical Illustrations, By Edward Robinson, D.D. Professor Of Biblical Literature In The Union Theological Seminary, New York; Author Of A Greek And English Lexicon Of The New Testament, Etc. ; With New Maps And Plans In Five Sheets",,"Biblical Researches In Palestine, Mount Sinai And Arabia Petræa ; A Journal Of Travels In The Year 1838, By E. Robinson And E. Smith. Undertaken In Reference To Biblical Geography ; Drawn Up From The Original Diaries, With Historical Illustrations, By Edward Robinson, D.D. Professor Of Biblical Literature In The Union Theological Seminary, New York; Author Of A Greek And English Lexicon Of The New Testament, Etc. ; With New Maps And Plans In Five Sheets",2,,London,,,John Murray,,,1841,1841,,,,,,,,,,eng,,,,,,,"Smith, Eli",,,,,,,,Palästina ; Reise,,,BE.9.P.46.(Vol.2) PRUNK,ZALT,
AC12317996,AC12317996,990047419330603338,http://data.onb.ac.at/ABO/%2BZ206145901,Z206145901,"Robinson, Edward ; http://d-nb.info/gnd/11657772X","Biblical Researches In Palestine, Mount Sinai And Arabia Petræa ; A Journal Of Travels In The Year 1838, By E. Robinson And E. Smith. Undertaken In Reference To Biblical Geography ; Drawn Up From The Original Diaries, With Historical Illustrations, By Edward Robinson, D.D. Professor Of Biblical Literature In The Union Theological Seminary, New York; Author Of A Greek And English Lexicon Of The New Testament, Etc. ; With New Maps And Plans In Five Sheets",,"Biblical Researches In Palestine, Mount Sinai And Arabia Petræa ; A Journal Of Travels In The Year 1838, By E. Robinson And E. Smith. Undertaken In Reference To Biblical Geography ; Drawn Up From The Original Diaries, With Historical Illustrations, By Edward Robinson, D.D. Professor Of Biblical Literature In The Union Theological Seminary, New York; Author Of A Greek And English Lexicon Of The New Testament, Etc. ; With New Maps And Plans In Five Sheets",3,,London,,,John Murray,,,1841,1841,,,,,,,,,,eng,,,,,,,"Smith, Eli",,,,,,,,Palästina ; Reise,,,BE.9.P.46.(Vol.3) PRUNK,ZALT,
AC09995963,AC09995963,990031554390603338,http://data.onb.ac.at/ABO/%2BZ176503005,Z176503005,"Jowett, William",,,"Christian researches in Syria and the Holy-Land in 1823 and 1824 with an appendix, containing the journal of Joseph Greaves.",,,London,,,Watts,,,1825,1825,,,,,,,,,,eng,,,,,,,,,,,,,,,Christ ; Palästina ; Christ ; Syrien ; Palästina ; Palästina ; Reise ; Reise ; Palästlna ; Reise ; Syrien ; Syrien,,,35644-B MAG,ZALT,
AC16604831,AC16604831,9958935602103338,http://data.onb.ac.at/ABO/%2BZ165131702,Z165131702,"Pardoe, Julia ; http://d-nb.info/gnd/119493837","<<The>> City Of The Sultan; And Domestic Manners Of The Turks, In 1836.",,"<<The>> City Of The Sultan; And Domestic Manners Of The Turks, In 1836. $ In Three Volumes $ By Miss Pardoe; Author Of ""Traits And Traditions Of Portugal.""",Vol. I.,Second Edition,London,London ; http://d-nb.info/gnd/4074335-4,,"Henry Colburn, Publisher",,,1838,1838,,,,,,,,,,eng,,,,,,,,,,,,Erlebnisbericht,,,Istanbul ; Sitten ; Türkei,,,69.Z.85.(Vol.1) PRUNK,ZALT,
AC16604835,AC16604835,9958935601903338,http://data.onb.ac.at/ABO/%2BZ16513160X,Z16513160X,"Pardoe, Julia ; http://d-nb.info/gnd/119493837","<<The>> City Of The Sultan; And Domestic Manners Of The Turks, In 1836.",,"<<The>> City Of The Sultan; And Domestic Manners Of The Turks, In 1836. $ In Three Volumes $ By Miss Pardoe; Author Of ""Traits And Traditions Of Portugal.""",Vol. II.,Second Edition,London,London ; http://d-nb.info/gnd/4074335-4,,"Henry Colburn, Publisher",,,1838,1838,,,,,,,,,,eng,,,,,,,,,,,,Erlebnisbericht,,,Istanbul ; Sitten ; Türkei,,,69.Z.85.(Vol.2) PRUNK,ZALT,
AC16604838,AC16604838,9958935601803338,http://data.onb.ac.at/ABO/%2BZ165131507,Z165131507,"Pardoe, Julia ; http://d-nb.info/gnd/119493837","<<The>> City Of The Sultan; And Domestic Manners Of The Turks, In 1836.",,"<<The>> City Of The Sultan; And Domestic Manners Of The Turks, In 1836. $ In Three Volumes $ By Miss Pardoe; Author Of ""Traits And Traditions Of Portugal.""",Vol. III.,Second Edition,London,London ; http://d-nb.info/gnd/4074335-4,,"Henry Colburn, Publisher",,,1838,1838,,,,,,,,,,eng,,,,,,,,,,,,Erlebnisbericht,,,Istanbul ; Sitten ; Türkei,,,69.Z.85.(Vol.3) PRUNK,ZALT,
AC16595537,AC16595537,9958933910503338,http://data.onb.ac.at/ABO/%2BZ186040005,Z186040005,"Dodwell, Edward ; http://d-nb.info/gnd/118526170","<<A>> Classical And Topographical Tour Through Greece, During The Years 1801, 1805 And 1806.",,"<<A>> Classical And Topographical Tour Through Greece, During The Years 1801, 1805 And 1806. $ In Two Volumes $ By Edward Dodwell, Esq. F.S.A. And Member Of Several Foreign Academies.",Vol. I.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Printed For Rodwell And Martin,Rodwell and Martin,"Dove, John Fowler ; http://d-nb.info/gnd/1043650962",1819,1819,"vii Seiten, 1 ungezählte unbedruckte Seite, x Seiten, 1 ungezählte Seite, x-xii Seiten, 1 ungezählte Seite, 1 ungezähltes Blatt Bildtafel, 587 Seiten, 4 ungezählte Seiten, gefaltetes Blatt Karte","Illustrationen, Karte",,,4°,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 062","Zum illustrierenden Inhalt: die Zählung von Illustrationen fällt schwer durch das Digitalisat, da oft sich zu viele Seiten wiederholen. Das physische Exemplar soll zur Sicherheit überprüft werden.",,,eng,,,,,,,,,"Pomardi, Simone ; http://d-nb.info/gnd/121578771 $ Heath, Charles $ Lizars, W. $ Askey, Charles ; http://d-nb.info/gnd/1138069310 $ Byrne, E. $ Mori, Ferdinando ; http://d-nb.info/gnd/1038400511 $ Akerblad, G.D. $ Moses, H.",,,Reisebericht,,,Griechenland ; Reise ; Geschichte 1801-1805,TravelogueE19 Europa $ TravelogueE19 Orient,,75.B.15.(Vol.1) PRUNK,ZALT,
AC16595578,AC16595578,9958933910403338,http://data.onb.ac.at/ABO/%2BZ186040108,Z186040108,"Dodwell, Edward ; http://d-nb.info/gnd/118526170","<<A>> Classical And Topographical Tour Through Greece, During The Years 1801, 1805 And 1806.",,"<<A>> Classical And Topographical Tour Through Greece, During The Years 1801, 1805 And 1806. $ In Two Volumes $ By Edward Dodwell, Esq. F.S.A. And Member Of Several Foreign Academies.",Vol. II.,,London,London ; http://d-nb.info/gnd/4074335-4,,Printed For Rodwell And Martin,Rodwell and Martin,,1819,1819,"viii Seiten, 538 Seiten, 2 ungezählte Seiten, 31 ungezählte Blätter Bildtafel, 5 gefaltete Blätter Bildtafel",41 Illustrationen,41,,4°,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 062",Die Illustrationen sind: 41 Illustrationen; Bildtafeln auch sind Kupfstichreproduktionen von Zeichungen und Gemälden.,,,eng,,,,,,,"Davison, Thomas ; http://d-nb.info/gnd/103754420X","Moses, H. $ Lizars, W.","Hollis, George ; http://d-nb.info/gnd/1050542363 $ Heath, Charles ; http://d-nb.info/gnd/119469626 $ Pomardi, Simone ; http://d-nb.info/gnd/121578771 $ Mori, Ferdinando ; http://d-nb.info/gnd/1038400511",,,Reisebericht,,,Griechenland ; Reise ; Geschichte 1801-1805,TravelogueE19 Europa $ TravelogueE19 Orient,,75.B.15.(Vol.2) PRUNK,ZALT,
AC10089289,AC10089289,990032505580603338,http://data.onb.ac.at/ABO/%2BZ222153009,Z222153009,"MacFarlane, Charles ; http://d-nb.info/gnd/128541563",,,"Constantinople in 1828. A residence of 16 months in the turkish capital and provinces: with an account of the present state of the naval and military power, and of the resources of the Ottoman empire",,,London,,,Saunders and Otley,,,1829,1829,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 175",,,,eng,,,,,,,,,,,,,,,Istanbul,TravelogueE19 Asien $ TravelogueE19 Orient,,15.G.1 PRUNK,ZALT,
AC16604179,AC16604179,9958935605203338,http://data.onb.ac.at/ABO/%2BZ178537900,Z178537900,"Wilkinson, John Gardner","Dalmatia And Montenegro: With A Journey To Mostar In Herzegovina, And Remarks On The Slavonic Nations; The History Of Dalmatia And Ragusa; The Uscocs; &c. &c.",,"Dalmatia And Montenegro: With A Journey To Mostar In Herzegovina, And Remarks On The Slavonic Nations; The History Of Dalmatia And Ragusa; The Uscocs; &c. &c. $ In Two Volumes $ By Sir J. Gardner Wilkinson, F.R.S. &c. &c. &c.",Vol. I.,,London,London ; http://d-nb.info/gnd/4074335-4,,John Murray,,,1848,1848,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 412",,,,eng,,,,,,,,,,,,Reisebericht,,,Dalmatien ; Montenegro,TravelogueE19 Europa $ TravelogueE19 Orient,,31421-B.1 MAG,ZALT,
AC16604189,AC16604189,9958935605103338,http://data.onb.ac.at/ABO/%2BZ17853800X,Z17853800X,"Wilkinson, John Gardner","Dalmatia And Montenegro: With A Journey To Mostar In Herzegovina, And Remarks On The Slavonic Nations; The History Of Dalmatia And Ragusa; The Uscocs; &c. &c.",,"Dalmatia And Montenegro: With A Journey To Mostar In Herzegovina, And Remarks On The Slavonic Nations; The History Of Dalmatia And Ragusa; The Uscocs; &c. &c. $ In Two Volumes $ By Sir J. Gardner Wilkinson, F.R.S. &c. &c. &c.",Vol. II.,,London,London ; http://d-nb.info/gnd/4074335-4,,John Murray,,,1848,1848,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 412",,,,eng,,,,,,,,,,,,Reisebericht,,,Dalmatien ; Montenegro,TravelogueE19 Europa $ TravelogueE19 Orient,,31421-B.2 MAG,ZALT,
AC14484173,AC14484173,990057670610603338,http://data.onb.ac.at/ABO/%2BZ255395600,Z255395600,"Addison, Charles G. ; http://d-nb.info/gnd/124708927",Damascus and Palmyra,,"Damascus and Palmyra $ a journey to the east. With a sketch of the state and prospects of Syria, under Ibrahim Pasha. In two volumes $ by Charles G. Addision, of the inner temple",1,,London,,,Richard Bentley,,,1838,1838,"XXVII, 440 S.",Ill.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 268",,,,eng,,,,,,,,,,,,,,,Reise ; Syrien,TravelogueE19 Asien $ TravelogueE19 Orient,,393677-B.1 MAG,ZKAR,
AC14484178,AC14484178,990057670630603338,http://data.onb.ac.at/ABO/%2BZ255395703,Z255395703,"Addison, Charles G. ; http://d-nb.info/gnd/124708927",Damascus and Palmyra,,"Damascus and Palmyra $ a journey to the east. With a sketch of the state and prospects of Syria, under Ibrahim Pasha. In two volumes $ by Charles G. Addision, of the inner temple",2,,London,,,Richard Bentley,,,1838,1838,"X, 484 S.",Ill.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 268",,,,eng,,,,,,,,,,,,,,,Reise ; Syrien,TravelogueE19 Asien $ TravelogueE19 Orient,,393677-B.2 MAG,ZKAR,
AC12310327,AC12310327,990047402130603338,http://data.onb.ac.at/ABO/%2BZ221011104,Z221011104,Arundell. Francis-Vyiyan-Jago,"Discoveries in Asia Minor; including a description of the ruins of several ancient cities, and especially Antioch of Pisidia",,"Discoveries in Asia Minor; including a description of the ruins of several ancient cities, and especially Antioch of Pisidia",1,,London,,,Bentley,,,1834,1834,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 216",,,,eng,,,,,,,,,,,,,,,Altertümer ; Naher Osten,TravelogueE19 Asien $ TravelogueE19 Orient,,178069-B.1 MAG,ZALT,
AC12310340,AC12310340,990047402200603338,http://data.onb.ac.at/ABO/%2BZ221011207,Z221011207,Arundell. Francis-Vyiyan-Jago,"Discoveries in Asia Minor; including a description of the ruins of several ancient cities, and especially Antioch of Pisidia",,"Discoveries in Asia Minor; including a description of the ruins of several ancient cities, and especially Antioch of Pisidia",2,,London,,,Bentley,,,1834,1834,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 216",,,,eng,,,,,,,,,,,,,,,Altertümer ; Naher Osten,TravelogueE19 Asien $ TravelogueE19 Orient,,178069-B.2 MAG,ZALT,
AC10272645,AC10272645,990034378850603338,http://data.onb.ac.at/ABO/%2BZ167133106,Z167133106,"Salt, Henry ; http://d-nb.info/gnd/117618179",,,"Egypt, A Descriptive Poem With Notes By A Traveller",,,Alexandria,,,Printed For The Author By Alexander Draghi At The European Press,,,1824,1824,,,,,,,,,,eng,,,,,,,,,,,,Quelle,,,Ägypten ; Belletristische Darstellung,,,67.E.21 PRUNK,ZALT,
AC13021969,AC13021969,990048830870603338,http://data.onb.ac.at/ABO/%2BZ220873209,Z220873209,"St. John, James Augustus ; http://d-nb.info/gnd/126537828","Egypt, And Mohammed Ali; Or, Travels In The Valley Of The Nile ... In Two Volumes",,"Egypt, And Mohammed Ali; Or, Travels In The Valley Of The Nile ... In Two Volumes",1,,London,,,"Longman, Rees, Orme, Brown, Green, & Longman",,,1834,1834,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 224",,,,eng,,,,,,,,,,,,,,,Ägypten ; Muḥammad ʿAlī Bāšā ; Nil-Gebiet ; Reise,TravelogueE19 Afrika $ TravelogueE19 Orient,,BE.12.K.37.(Vol.1) PRUNK,ZALT,
AC13021971,AC13021971,990048830880603338,http://data.onb.ac.at/ABO/%2BZ220873301,Z220873301,"St. John, James Augustus ; http://d-nb.info/gnd/126537828","Egypt, And Mohammed Ali; Or, Travels In The Valley Of The Nile ... In Two Volumes",,"Egypt, And Mohammed Ali; Or, Travels In The Valley Of The Nile ... In Two Volumes",2,,London,,,"Longman, Rees, Orme, Brown, Green, & Longman",,,1834,1834,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 224",,,,eng,,,,,,,,,,,,,,,Ägypten ; Muḥammad ʿAlī Bāšā ; Nil-Gebiet ; Reise,TravelogueE19 Afrika $ TravelogueE19 Orient,,BE.12.K.37.(Vol.2) PRUNK,ZALT,
